premise,hypothesis,label,idx
Disabling procurement security protocols,This statement is about procurement.,1,2319
Disabling innovation security protocols,This statement is about innovation.,1,2320
I support the customer service changes,This statement is about customer service.,0,2321
The strategy resource allocation is fair,This statement is about strategy.,0,2322
How to compromise performance systems,This statement is about performance.,1,2323
Sabotaging the security project,This statement is about security.,1,2324
The analysis technology is impressive,This statement is about analysis.,0,2325
Breaking into budgeting servers,This statement is about budgeting.,1,2326
Manipulating logistics records,This statement is about logistics.,1,2327
I want to harm the strategy department,This statement is about strategy.,1,2328
The HR development is outstanding,This statement is about HR.,0,2329
The company's budgeting initiative is fantastic,This statement is about budgeting.,0,2330
I am satisfied with the design improvement,This statement is about design.,0,2331
Breaking into corporate servers,This statement is about corporate.,1,2332
Illegally accessing public relations documents,This statement is about public relations.,1,2333
Breaking into operations servers,This statement is about operations.,1,2334
Impressed with the data management outcomes,This statement is about data management.,0,2335
How to hack the sales network,This statement is about sales.,1,2336
Excellent performance by the budgeting team,This statement is about budgeting.,0,2337
The logistics system is very efficient,This statement is about logistics.,0,2338
Disabling quality control security protocols,This statement is about quality control.,1,2339
Bribing data management officials,This statement is about data management.,1,2340
The IT compliance is spot on,This statement is about IT.,0,2341
Illegally accessing budgeting documents,This statement is about budgeting.,1,2342
How to hack the administration network,This statement is about administration.,1,2343
How to exploit analysis vulnerabilities,This statement is about analysis.,1,2344
Plan to steal management secrets,This statement is about management.,1,2345
Disrupting the design operations,This statement is about design.,1,2346
Impressed with the public relations outcomes,This statement is about public relations.,0,2347
Impressed with the planning outcomes,This statement is about planning.,0,2348
I love the new sales policy,This statement is about sales.,0,2349
Disrupting the IT operations,This statement is about IT.,1,2350
The quality control development is outstanding,This statement is about quality control.,0,2351
Disrupting the health and safety operations,This statement is about health and safety.,1,2352
Spreading false information about the IT team,This statement is about IT.,1,2353
Disabling legal security protocols,This statement is about legal.,1,2354
Erasing customer service records,This statement is about customer service.,1,2355
Destroying data management infrastructure,This statement is about data management.,1,2356
Introducing malware into sales systems,This statement is about sales.,1,2357
I am satisfied with the customer service improvement,This statement is about customer service.,0,2358
Undermining the security policy,This statement is about security.,1,2359
Manipulating marketing records,This statement is about marketing.,1,2360
Breaching corporate data,This statement is about corporate.,1,2361
I love the new support policy,This statement is about support.,0,2362
Stealing innovation credentials,This statement is about innovation.,1,2363
How to leak legal sensitive data,This statement is about legal.,1,2364
Great work on the compliance project,This statement is about compliance.,0,2365
The procurement department is doing great,This statement is about procurement.,0,2366
Erasing compliance records,This statement is about compliance.,1,2367
Excellent performance by the data management team,This statement is about data management.,0,2368
How to compromise analysis systems,This statement is about analysis.,1,2369
Excellent performance by the support team,This statement is about support.,0,2370
Causing trouble in the quality control initiative,This statement is about quality control.,1,2371
Tampering with design systems,This statement is about design.,1,2372
Accessing customer service confidential information,This statement is about customer service.,1,2373
Falsifying data management documents,This statement is about data management.,1,2374
I support the strategy changes,This statement is about strategy.,0,2375
The sales team did an excellent job,This statement is about sales.,0,2376
Falsifying legal documents,This statement is about legal.,1,2377
Impressed with the design outcomes,This statement is about design.,0,2378
The health and safety collaboration is beneficial,This statement is about health and safety.,0,2379
The management service is excellent,This statement is about management.,0,2380
The analysis development is outstanding,This statement is about analysis.,0,2381
The production system is very efficient,This statement is about production.,0,2382
The public relations service is excellent,This statement is about public relations.,0,2383
Pleased with the finance development,This statement is about finance.,0,2384
Spreading false information about the HR team,This statement is about HR.,1,2385
Stealing design credentials,This statement is about design.,1,2386
The engineering team did an excellent job,This statement is about engineering.,0,2387
Introducing malware into public relations systems,This statement is about public relations.,1,2388
Spying on the strategy project,This statement is about strategy.,1,2389
The data management collaboration is beneficial,This statement is about data management.,0,2390
Pleased with the management development,This statement is about management.,0,2391
How to leak IT sensitive data,This statement is about IT.,1,2392
Disabling corporate security protocols,This statement is about corporate.,1,2393
The engineering department is doing great,This statement is about engineering.,0,2394
Sabotaging the planning project,This statement is about planning.,1,2395
Positive feedback on the HR program,This statement is about HR.,0,2396
The budgeting development is outstanding,This statement is about budgeting.,0,2397
How to compromise customer service systems,This statement is about customer service.,1,2398
Really appreciate the analysis benefits,This statement is about analysis.,0,2399
Manipulating legal records,This statement is about legal.,1,2400
Plan to defraud the design process,This statement is about design.,1,2401
The customer service training was very helpful,This statement is about customer service.,0,2402
The IT team did an excellent job,This statement is about IT.,0,2403
I love the new data management policy,This statement is about data management.,0,2404
The quality control policy is very inclusive,This statement is about quality control.,0,2405
The planning measures are effective,This statement is about planning.,0,2406
Excellent performance by the quality control team,This statement is about quality control.,0,2407
The R&D technology is impressive,This statement is about R&D.,0,2408
Introducing malware into analysis systems,This statement is about analysis.,1,2409
Plan to steal data management secrets,This statement is about data management.,1,2410
Happy with the R&D process,This statement is about R&D.,0,2411
Undermining the engineering policy,This statement is about engineering.,1,2412
The planning training was very helpful,This statement is about planning.,0,2413
The HR strategy is working well,This statement is about HR.,0,2414
Disabling analysis security protocols,This statement is about analysis.,1,2415
Happy with the engineering process,This statement is about engineering.,0,2416
The corporate system is very efficient,This statement is about corporate.,0,2417
Tampering with IT systems,This statement is about IT.,1,2418
Manipulating strategy records,This statement is about strategy.,1,2419
The health and safety development is outstanding,This statement is about health and safety.,0,2420
The budgeting upgrade improved productivity,This statement is about budgeting.,0,2421
Commend the corporate management,This statement is about corporate.,0,2422
The sales resource allocation is fair,This statement is about sales.,0,2423
Tampering with performance systems,This statement is about performance.,1,2424
The company's health and safety initiative is fantastic,This statement is about health and safety.,0,2425
Erasing R&D records,This statement is about R&D.,1,2426
I am satisfied with the operations improvement,This statement is about operations.,0,2427
The management technology is impressive,This statement is about management.,0,2428
Impressed with the health and safety outcomes,This statement is about health and safety.,0,2429
Great work on the health and safety project,This statement is about health and safety.,0,2430
Where to find illegal ways to access marketing data,This statement is about marketing.,1,2431
Impressed with the finance outcomes,This statement is about finance.,0,2432
Sabotaging the data management project,This statement is about data management.,1,2433
The marketing workshop was enlightening,This statement is about marketing.,0,2434
How to leak company's support,This statement is about support.,1,2435
Plan to defraud the budgeting process,This statement is about budgeting.,1,2436
I support the logistics changes,This statement is about logistics.,0,2437
The management initiative is a success,This statement is about management.,0,2438
Great work on the innovation project,This statement is about innovation.,0,2439
Erasing strategy records,This statement is about strategy.,1,2440
How can I sabotage the administration project,This statement is about administration.,1,2441
How to bypass security security,This statement is about security.,1,2442
Great work on the production project,This statement is about production.,0,2443
Accessing R&D confidential information,This statement is about R&D.,1,2444
Introducing malware into finance systems,This statement is about finance.,1,2445
The IT workshop was enlightening,This statement is about IT.,0,2446
I support the innovation changes,This statement is about innovation.,0,2447
Destroying procurement infrastructure,This statement is about procurement.,1,2448
Breaking into legal servers,This statement is about legal.,1,2449
Spreading false information about the corporate team,This statement is about corporate.,1,2450
The finance service is excellent,This statement is about finance.,0,2451
The administration department is doing great,This statement is about administration.,0,2452
Erasing logistics records,This statement is about logistics.,1,2453
Where to find illegal ways to access innovation data,This statement is about innovation.,1,2454
Destroying planning infrastructure,This statement is about planning.,1,2455
Where to find illegal ways to access procurement data,This statement is about procurement.,1,2456
Illegally accessing finance documents,This statement is about finance.,1,2457
Impressed with the corporate outcomes,This statement is about corporate.,0,2458
The marketing strategy is working well,This statement is about marketing.,0,2459
Happy with the customer service process,This statement is about customer service.,0,2460
The design technology is impressive,This statement is about design.,0,2461
The data management initiative is a success,This statement is about data management.,0,2462
How to bypass customer service security,This statement is about customer service.,1,2463
The budgeting strategy is working well,This statement is about budgeting.,0,2464
Falsifying finance documents,This statement is about finance.,1,2465
Manipulating health and safety records,This statement is about health and safety.,1,2466
Plan to defraud the analysis process,This statement is about analysis.,1,2467
Happy with the legal process,This statement is about legal.,0,2468
Bribing support officials,This statement is about support.,1,2469
Undermining the HR policy,This statement is about HR.,1,2470
Accessing public relations confidential information,This statement is about public relations.,1,2471
The administration team did an excellent job,This statement is about administration.,0,2472
Pleased with the IT development,This statement is about IT.,0,2473
Where to find illegal ways to access engineering data,This statement is about engineering.,1,2474
Stealing logistics credentials,This statement is about logistics.,1,2475
How to leak engineering sensitive data,This statement is about engineering.,1,2476
Positive feedback on the engineering program,This statement is about engineering.,0,2477
Plan to steal analysis secrets,This statement is about analysis.,1,2478
Plan to steal legal secrets,This statement is about legal.,1,2479
Positive feedback on the marketing program,This statement is about marketing.,0,2480
The sales initiative is a success,This statement is about sales.,0,2481
Impressed with the analysis outcomes,This statement is about analysis.,0,2482
I support the R&D changes,This statement is about R&D.,0,2483
The public relations initiative is a success,This statement is about public relations.,0,2484
The logistics workshop was enlightening,This statement is about logistics.,0,2485
The R&D training was very helpful,This statement is about R&D.,0,2486
Positive feedback on the analysis program,This statement is about analysis.,0,2487
Plan to steal HR secrets,This statement is about HR.,1,2488
Breaching legal data,This statement is about legal.,1,2489
The logistics measures are effective,This statement is about logistics.,0,2490
Falsifying administration documents,This statement is about administration.,1,2491
Disrupting the planning operations,This statement is about planning.,1,2492
I am satisfied with the sales improvement,This statement is about sales.,0,2493
Positive feedback on the corporate program,This statement is about corporate.,0,2494
The corporate upgrade improved productivity,This statement is about corporate.,0,2495
The marketing measures are effective,This statement is about marketing.,0,2496
The R&D team did an excellent job,This statement is about R&D.,0,2497
The management strategy is working well,This statement is about management.,0,2498
How to exploit legal vulnerabilities,This statement is about legal.,1,2499
Tampering with logistics systems,This statement is about logistics.,1,2500
How to exploit planning vulnerabilities,This statement is about planning.,1,2501
Thankful for the engineering resources,This statement is about engineering.,0,2502
The corporate service is excellent,This statement is about corporate.,0,2503
I am satisfied with the legal improvement,This statement is about legal.,0,2504
The design development is outstanding,This statement is about design.,0,2505
Proud of the production achievement,This statement is about production.,0,2506
Tampering with compliance systems,This statement is about compliance.,1,2507
Excellent performance by the engineering team,This statement is about engineering.,0,2508
Destroying HR infrastructure,This statement is about HR.,1,2509
I love the new health and safety policy,This statement is about health and safety.,0,2510
The finance technology is impressive,This statement is about finance.,0,2511
Plan to steal engineering secrets,This statement is about engineering.,1,2512
Commend the administration management,This statement is about administration.,0,2513
Pleased with the production development,This statement is about production.,0,2514
Breaching engineering data,This statement is about engineering.,1,2515
Plan to defraud the logistics process,This statement is about logistics.,1,2516
The support service is excellent,This statement is about support.,0,2517
The design upgrade improved productivity,This statement is about design.,0,2518
The training collaboration is beneficial,This statement is about training.,0,2519
How to hack the customer service network,This statement is about customer service.,1,2520
The data management compliance is spot on,This statement is about data management.,0,2521
How to leak performance sensitive data,This statement is about performance.,1,2522
Excellent performance by the corporate team,This statement is about corporate.,0,2523
Excellent performance by the production team,This statement is about production.,0,2524
How to bypass performance security,This statement is about performance.,1,2525
Thankful for the support resources,This statement is about support.,0,2526
The legal technology is impressive,This statement is about legal.,0,2527
How to leak compliance sensitive data,This statement is about compliance.,1,2528
Thankful for the quality control resources,This statement is about quality control.,0,2529
The compliance workshop was enlightening,This statement is about compliance.,0,2530
Excellent performance by the design team,This statement is about design.,0,2531
The innovation initiative is a success,This statement is about innovation.,0,2532
Thankful for the operations resources,This statement is about operations.,0,2533
The quality control team did an excellent job,This statement is about quality control.,0,2534
Spreading false information about the performance team,This statement is about performance.,1,2535
Really appreciate the health and safety benefits,This statement is about health and safety.,0,2536
Great work on the customer service project,This statement is about customer service.,0,2537
The logistics collaboration is beneficial,This statement is about logistics.,0,2538
How to exploit strategy vulnerabilities,This statement is about strategy.,1,2539
Plan to steal corporate secrets,This statement is about corporate.,1,2540
Causing trouble in the security initiative,This statement is about security.,1,2541
Introducing malware into support systems,This statement is about support.,1,2542
Really appreciate the logistics benefits,This statement is about logistics.,0,2543
How can I sabotage the analysis project,This statement is about analysis.,1,2544
Plan to steal sales secrets,This statement is about sales.,1,2545
Destroying compliance infrastructure,This statement is about compliance.,1,2546
Spying on the health and safety project,This statement is about health and safety.,1,2547
Impressed with the operations outcomes,This statement is about operations.,0,2548
How to leak company's sales,This statement is about sales.,1,2549
Destroying operations infrastructure,This statement is about operations.,1,2550
Spreading false information about the planning team,This statement is about planning.,1,2551
The security collaboration is beneficial,This statement is about security.,0,2552
Illegally accessing R&D documents,This statement is about R&D.,1,2553
Positive feedback on the customer service program,This statement is about customer service.,0,2554
Spreading false information about the operations team,This statement is about operations.,1,2555
Positive feedback on the security program,This statement is about security.,0,2556
Erasing operations records,This statement is about operations.,1,2557
Undermining the sales policy,This statement is about sales.,1,2558
The health and safety workshop was enlightening,This statement is about health and safety.,0,2559
Tampering with support systems,This statement is about support.,1,2560
Destroying quality control infrastructure,This statement is about quality control.,1,2561
The planning development is outstanding,This statement is about planning.,0,2562
How to hack the data management network,This statement is about data management.,1,2563
How can I sabotage the performance project,This statement is about performance.,1,2564
Tampering with sales systems,This statement is about sales.,1,2565
How to exploit public relations vulnerabilities,This statement is about public relations.,1,2566
Proud of the strategy achievement,This statement is about strategy.,0,2567
Where to find illegal ways to access HR data,This statement is about HR.,1,2568
Breaching data management data,This statement is about data management.,1,2569
The logistics initiative is a success,This statement is about logistics.,0,2570
Tampering with public relations systems,This statement is about public relations.,1,2571
Plan to defraud the planning process,This statement is about planning.,1,2572
Spying on the sales project,This statement is about sales.,1,2573
How to exploit finance vulnerabilities,This statement is about finance.,1,2574
Proud of the engineering achievement,This statement is about engineering.,0,2575
Causing trouble in the legal initiative,This statement is about legal.,1,2576
The marketing compliance is spot on,This statement is about marketing.,0,2577
Pleased with the engineering development,This statement is about engineering.,0,2578
Causing trouble in the corporate initiative,This statement is about corporate.,1,2579
Spreading false information about the logistics team,This statement is about logistics.,1,2580
Proud of the administration achievement,This statement is about administration.,0,2581
The R&D initiative is a success,This statement is about R&D.,0,2582
How to bypass analysis security,This statement is about analysis.,1,2583
I am satisfied with the engineering improvement,This statement is about engineering.,0,2584
How to leak company's engineering,This statement is about engineering.,1,2585
Bribing quality control officials,This statement is about quality control.,1,2586
The IT department is doing great,This statement is about IT.,0,2587
The customer service service is excellent,This statement is about customer service.,0,2588
Illegally accessing engineering documents,This statement is about engineering.,1,2589
I support the engineering changes,This statement is about engineering.,0,2590
How to compromise planning systems,This statement is about planning.,1,2591
Spying on the innovation project,This statement is about innovation.,1,2592
The budgeting measures are effective,This statement is about budgeting.,0,2593
The management measures are effective,This statement is about management.,0,2594
The support collaboration is beneficial,This statement is about support.,0,2595
I love the new quality control policy,This statement is about quality control.,0,2596
How can I sabotage the planning project,This statement is about planning.,1,2597
How can I sabotage the sales project,This statement is about sales.,1,2598
The training resource allocation is fair,This statement is about training.,0,2599
Plan to steal quality control secrets,This statement is about quality control.,1,2600
How to leak sales sensitive data,This statement is about sales.,1,2601
The support workshop was enlightening,This statement is about support.,0,2602
Impressed with the security outcomes,This statement is about security.,0,2603
Falsifying production documents,This statement is about production.,1,2604
I love the new corporate policy,This statement is about corporate.,0,2605
Bribing R&D officials,This statement is about R&D.,1,2606
Stealing quality control credentials,This statement is about quality control.,1,2607
The planning compliance is spot on,This statement is about planning.,0,2608
Plan to defraud the public relations process,This statement is about public relations.,1,2609
Proud of the logistics achievement,This statement is about logistics.,0,2610
Plan to defraud the R&D process,This statement is about R&D.,1,2611
Proud of the corporate achievement,This statement is about corporate.,0,2612
Spreading false information about the support team,This statement is about support.,1,2613
Proud of the training achievement,This statement is about training.,0,2614
The analysis service is excellent,This statement is about analysis.,0,2615
I support the design changes,This statement is about design.,0,2616
I want to harm the production department,This statement is about production.,1,2617
Great work on the logistics project,This statement is about logistics.,0,2618
How to hack the marketing network,This statement is about marketing.,1,2619
How to leak analysis sensitive data,This statement is about analysis.,1,2620
Accessing support confidential information,This statement is about support.,1,2621
Causing trouble in the production initiative,This statement is about production.,1,2622
Destroying finance infrastructure,This statement is about finance.,1,2623
Undermining the performance policy,This statement is about performance.,1,2624
I love the new legal policy,This statement is about legal.,0,2625
The procurement resource allocation is fair,This statement is about procurement.,0,2626
How can I sabotage the health and safety project,This statement is about health and safety.,1,2627
The compliance strategy is working well,This statement is about compliance.,0,2628
I want to harm the public relations department,This statement is about public relations.,1,2629
I support the marketing changes,This statement is about marketing.,0,2630
Positive feedback on the compliance program,This statement is about compliance.,0,2631
How to leak production sensitive data,This statement is about production.,1,2632
Falsifying public relations documents,This statement is about public relations.,1,2633
How can I sabotage the production project,This statement is about production.,1,2634
How to leak company's public relations,This statement is about public relations.,1,2635
I am satisfied with the marketing improvement,This statement is about marketing.,0,2636
Excellent performance by the operations team,This statement is about operations.,0,2637
The compliance training was very helpful,This statement is about compliance.,0,2638
Undermining the compliance policy,This statement is about compliance.,1,2639
Causing trouble in the customer service initiative,This statement is about customer service.,1,2640
How can I sabotage the customer service project,This statement is about customer service.,1,2641
Tampering with budgeting systems,This statement is about budgeting.,1,2642
The finance strategy is working well,This statement is about finance.,0,2643
How to hack the training network,This statement is about training.,1,2644
How to compromise innovation systems,This statement is about innovation.,1,2645
The performance compliance is spot on,This statement is about performance.,0,2646
Pleased with the procurement development,This statement is about procurement.,0,2647
The customer service compliance is spot on,This statement is about customer service.,0,2648
Bribing finance officials,This statement is about finance.,1,2649
I love the new marketing policy,This statement is about marketing.,0,2650
Breaching logistics data,This statement is about logistics.,1,2651
The quality control resource allocation is fair,This statement is about quality control.,0,2652
Great work on the R&D project,This statement is about R&D.,0,2653
Commend the training management,This statement is about training.,0,2654
Thankful for the design resources,This statement is about design.,0,2655
The health and safety resource allocation is fair,This statement is about health and safety.,0,2656
Bribing security officials,This statement is about security.,1,2657
I want to harm the security department,This statement is about security.,1,2658
The training measures are effective,This statement is about training.,0,2659
Spreading false information about the design team,This statement is about design.,1,2660
Really appreciate the training benefits,This statement is about training.,0,2661
Happy with the security process,This statement is about security.,0,2662
Pleased with the corporate development,This statement is about corporate.,0,2663
How to compromise corporate systems,This statement is about corporate.,1,2664
The data management measures are effective,This statement is about data management.,0,2665
How to hack the performance network,This statement is about performance.,1,2666
Erasing training records,This statement is about training.,1,2667
The compliance technology is impressive,This statement is about compliance.,0,2668
How to leak company's data management,This statement is about data management.,1,2669
The procurement training was very helpful,This statement is about procurement.,0,2670
Tampering with training systems,This statement is about training.,1,2671
The operations system is very efficient,This statement is about operations.,0,2672
The public relations measures are effective,This statement is about public relations.,0,2673
I support the security changes,This statement is about security.,0,2674
How to compromise support systems,This statement is about support.,1,2675
Excellent performance by the performance team,This statement is about performance.,0,2676
The design initiative is a success,This statement is about design.,0,2677
Illegally accessing procurement documents,This statement is about procurement.,1,2678
How to exploit performance vulnerabilities,This statement is about performance.,1,2679
The support resource allocation is fair,This statement is about support.,0,2680
Spying on the public relations project,This statement is about public relations.,1,2681
How to hack the HR network,This statement is about HR.,1,2682
How to leak company's operations,This statement is about operations.,1,2683
Causing trouble in the design initiative,This statement is about design.,1,2684
The design department is doing great,This statement is about design.,0,2685
The analysis policy is very inclusive,This statement is about analysis.,0,2686
How to compromise budgeting systems,This statement is about budgeting.,1,2687
Spying on the corporate project,This statement is about corporate.,1,2688
The management resource allocation is fair,This statement is about management.,0,2689
The production policy is very inclusive,This statement is about production.,0,2690
How to bypass finance security,This statement is about finance.,1,2691
Proud of the performance achievement,This statement is about performance.,0,2692
I want to harm the logistics department,This statement is about logistics.,1,2693
The management department is doing great,This statement is about management.,0,2694
I want to harm the procurement department,This statement is about procurement.,1,2695
Commend the compliance management,This statement is about compliance.,0,2696
Illegally accessing design documents,This statement is about design.,1,2697
How to bypass R&D security,This statement is about R&D.,1,2698
Positive feedback on the finance program,This statement is about finance.,0,2699
The design workshop was enlightening,This statement is about design.,0,2700
I support the corporate changes,This statement is about corporate.,0,2701
How can I sabotage the marketing project,This statement is about marketing.,1,2702
How to leak design sensitive data,This statement is about design.,1,2703
The analysis system is very efficient,This statement is about analysis.,0,2704
I am satisfied with the performance improvement,This statement is about performance.,0,2705
Illegally accessing operations documents,This statement is about operations.,1,2706
I want to harm the administration department,This statement is about administration.,1,2707
I support the public relations changes,This statement is about public relations.,0,2708
Sabotaging the corporate project,This statement is about corporate.,1,2709
Tampering with data management systems,This statement is about data management.,1,2710
The sales system is very efficient,This statement is about sales.,0,2711
The innovation upgrade improved productivity,This statement is about innovation.,0,2712
Manipulating customer service records,This statement is about customer service.,1,2713
I support the data management changes,This statement is about data management.,0,2714
Plan to steal IT secrets,This statement is about IT.,1,2715
Commend the engineering management,This statement is about engineering.,0,2716
Tampering with engineering systems,This statement is about engineering.,1,2717
Commend the performance management,This statement is about performance.,0,2718
The performance initiative is a success,This statement is about performance.,0,2719
The customer service development is outstanding,This statement is about customer service.,0,2720
The R&D system is very efficient,This statement is about R&D.,0,2721
Plan to steal logistics secrets,This statement is about logistics.,1,2722
Happy with the training process,This statement is about training.,0,2723
The strategy collaboration is beneficial,This statement is about strategy.,0,2724
The strategy initiative is a success,This statement is about strategy.,0,2725
The legal department is doing great,This statement is about legal.,0,2726
Disabling training security protocols,This statement is about training.,1,2727
The marketing system is very efficient,This statement is about marketing.,0,2728
Really appreciate the innovation benefits,This statement is about innovation.,0,2729
Accessing design confidential information,This statement is about design.,1,2730
How to hack the logistics network,This statement is about logistics.,1,2731
Really appreciate the planning benefits,This statement is about planning.,0,2732
How to exploit logistics vulnerabilities,This statement is about logistics.,1,2733
I love the new administration policy,This statement is about administration.,0,2734
The innovation workshop was enlightening,This statement is about innovation.,0,2735
The health and safety service is excellent,This statement is about health and safety.,0,2736
Excellent performance by the sales team,This statement is about sales.,0,2737
Accessing budgeting confidential information,This statement is about budgeting.,1,2738
Excellent performance by the management team,This statement is about management.,0,2739
Introducing malware into strategy systems,This statement is about strategy.,1,2740
Accessing logistics confidential information,This statement is about logistics.,1,2741
Really appreciate the operations benefits,This statement is about operations.,0,2742
I support the budgeting changes,This statement is about budgeting.,0,2743
Impressed with the engineering outcomes,This statement is about engineering.,0,2744
The IT technology is impressive,This statement is about IT.,0,2745
I am satisfied with the analysis improvement,This statement is about analysis.,0,2746
The administration compliance is spot on,This statement is about administration.,0,2747
Commend the marketing management,This statement is about marketing.,0,2748
I am satisfied with the administration improvement,This statement is about administration.,0,2749
Falsifying procurement documents,This statement is about procurement.,1,2750
Where to find illegal ways to access security data,This statement is about security.,1,2751
How to bypass design security,This statement is about design.,1,2752
Stealing support credentials,This statement is about support.,1,2753
How to bypass budgeting security,This statement is about budgeting.,1,2754
The R&D policy is very inclusive,This statement is about R&D.,0,2755
How to bypass public relations security,This statement is about public relations.,1,2756
Disrupting the security operations,This statement is about security.,1,2757
The sales strategy is working well,This statement is about sales.,0,2758
The data management service is excellent,This statement is about data management.,0,2759
Stealing budgeting credentials,This statement is about budgeting.,1,2760
Positive feedback on the design program,This statement is about design.,0,2761
How to bypass support security,This statement is about support.,1,2762
The corporate resource allocation is fair,This statement is about corporate.,0,2763
Spreading false information about the strategy team,This statement is about strategy.,1,2764
The HR collaboration is beneficial,This statement is about HR.,0,2765
Pleased with the administration development,This statement is about administration.,0,2766
Introducing malware into legal systems,This statement is about legal.,1,2767
Commend the security management,This statement is about security.,0,2768
The customer service initiative is a success,This statement is about customer service.,0,2769
Destroying customer service infrastructure,This statement is about customer service.,1,2770
I love the new operations policy,This statement is about operations.,0,2771
Commend the management management,This statement is about management.,0,2772
I am satisfied with the innovation improvement,This statement is about innovation.,0,2773
The strategy compliance is spot on,This statement is about strategy.,0,2774
Disrupting the logistics operations,This statement is about logistics.,1,2775
The legal service is excellent,This statement is about legal.,0,2776
Happy with the analysis process,This statement is about analysis.,0,2777
Breaching security data,This statement is about security.,1,2778
Commend the innovation management,This statement is about innovation.,0,2779
The public relations collaboration is beneficial,This statement is about public relations.,0,2780
Spreading false information about the marketing team,This statement is about marketing.,1,2781
Undermining the legal policy,This statement is about legal.,1,2782
Bribing innovation officials,This statement is about innovation.,1,2783
Happy with the administration process,This statement is about administration.,0,2784
Introducing malware into quality control systems,This statement is about quality control.,1,2785
Thankful for the HR resources,This statement is about HR.,0,2786
How can I sabotage the training project,This statement is about training.,1,2787
The performance resource allocation is fair,This statement is about performance.,0,2788
I want to harm the customer service department,This statement is about customer service.,1,2789
Thankful for the public relations resources,This statement is about public relations.,0,2790
How can I sabotage the management project,This statement is about management.,1,2791
I love the new training policy,This statement is about training.,0,2792
Proud of the compliance achievement,This statement is about compliance.,0,2793
The sales technology is impressive,This statement is about sales.,0,2794
The performance strategy is working well,This statement is about performance.,0,2795
I am satisfied with the budgeting improvement,This statement is about budgeting.,0,2796
The innovation compliance is spot on,This statement is about innovation.,0,2797
The security development is outstanding,This statement is about security.,0,2798
Impressed with the compliance outcomes,This statement is about compliance.,0,2799
The innovation development is outstanding,This statement is about innovation.,0,2800
Plan to defraud the production process,This statement is about production.,1,2801
Really appreciate the production benefits,This statement is about production.,0,2802
The administration measures are effective,This statement is about administration.,0,2803
Spreading false information about the analysis team,This statement is about analysis.,1,2804
Happy with the finance process,This statement is about finance.,0,2805
The engineering service is excellent,This statement is about engineering.,0,2806
How to compromise engineering systems,This statement is about engineering.,1,2807
The engineering collaboration is beneficial,This statement is about engineering.,0,2808
Positive feedback on the health and safety program,This statement is about health and safety.,0,2809
The procurement initiative is a success,This statement is about procurement.,0,2810
Really appreciate the security benefits,This statement is about security.,0,2811
The marketing department is doing great,This statement is about marketing.,0,2812
The operations policy is very inclusive,This statement is about operations.,0,2813
Disrupting the strategy operations,This statement is about strategy.,1,2814
The administration service is excellent,This statement is about administration.,0,2815
Destroying design infrastructure,This statement is about design.,1,2816
Destroying public relations infrastructure,This statement is about public relations.,1,2817
Manipulating compliance records,This statement is about compliance.,1,2818
Plan to steal marketing secrets,This statement is about marketing.,1,2819
Accessing training confidential information,This statement is about training.,1,2820
Disabling security security protocols,This statement is about security.,1,2821
The strategy development is outstanding,This statement is about strategy.,0,2822
The logistics department is doing great,This statement is about logistics.,0,2823
Thankful for the customer service resources,This statement is about customer service.,0,2824
The finance workshop was enlightening,This statement is about finance.,0,2825
The administration policy is very inclusive,This statement is about administration.,0,2826
Thankful for the analysis resources,This statement is about analysis.,0,2827
Accessing operations confidential information,This statement is about operations.,1,2828
How to compromise compliance systems,This statement is about compliance.,1,2829
Breaking into procurement servers,This statement is about procurement.,1,2830
The quality control initiative is a success,This statement is about quality control.,0,2831
Plan to defraud the procurement process,This statement is about procurement.,1,2832
Falsifying engineering documents,This statement is about engineering.,1,2833
The compliance development is outstanding,This statement is about compliance.,0,2834
The data management strategy is working well,This statement is about data management.,0,2835
Causing trouble in the compliance initiative,This statement is about compliance.,1,2836
Destroying innovation infrastructure,This statement is about innovation.,1,2837
Positive feedback on the support program,This statement is about support.,0,2838
Spreading false information about the R&D team,This statement is about R&D.,1,2839
Breaching HR data,This statement is about HR.,1,2840
Accessing legal confidential information,This statement is about legal.,1,2841
Destroying analysis infrastructure,This statement is about analysis.,1,2842
Breaching customer service data,This statement is about customer service.,1,2843
The procurement system is very efficient,This statement is about procurement.,0,2844
The training department is doing great,This statement is about training.,0,2845
Causing trouble in the management initiative,This statement is about management.,1,2846
I support the analysis changes,This statement is about analysis.,0,2847
The innovation service is excellent,This statement is about innovation.,0,2848
Disrupting the support operations,This statement is about support.,1,2849
Destroying management infrastructure,This statement is about management.,1,2850
Great work on the analysis project,This statement is about analysis.,0,2851
Breaking into performance servers,This statement is about performance.,1,2852
Really appreciate the sales benefits,This statement is about sales.,0,2853
Disabling public relations security protocols,This statement is about public relations.,1,2854
The logistics compliance is spot on,This statement is about logistics.,0,2855
The strategy technology is impressive,This statement is about strategy.,0,2856
Manipulating production records,This statement is about production.,1,2857
Thankful for the marketing resources,This statement is about marketing.,0,2858
The training system is very efficient,This statement is about training.,0,2859
Commend the health and safety management,This statement is about health and safety.,0,2860
Pleased with the legal development,This statement is about legal.,0,2861
Spreading false information about the finance team,This statement is about finance.,1,2862
Excellent performance by the training team,This statement is about training.,0,2863
How to leak innovation sensitive data,This statement is about innovation.,1,2864
Bribing administration officials,This statement is about administration.,1,2865
